basePrice,batterySize,capacities,frontCamera,memory,opSys,pricing,rearCamera,released,screen,screenRes,screenType,sensors,title
$ 399.99 / £ 299.95 / € 352.00,Non-removable Li-Po 3400 mAh battery,128GB 4GB RAM,"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm","64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); EMUI 9.1","$ 399.99,$ 399.99,$ 455.34,£ 299.95,€ 352.00","12 MP, f/1.8, 27mm (wide), 1/2.3"", 1.55µm, PDAF, Laser AF, OIS,
20 MP B/W, f/1.6, 27mm (wide), 2x lossless zoom, PDAF","2018, March","5.8 inches, 84.9 cm, (~80.4% screen-to-body ratio)","1080 x 2240 pixels, 18.7:9 ratio (~429 ppi density)","LTPS IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, color spectrum",Huawei P20
"$ 429.99 / £ 399.00 / € 425.79 / ₹ 24,899",Non-removable Li-Po 4000 mAh battery,"128GB 6GB RAM,64GB 6GB RAM","24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm","64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); EMUI 9.1","$ 429.99,$ 494.99,$ 806.88,£ 399.00,€ 425.79,$ 495.77","40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF, OIS,
8 MP, f/2.4, 80mm (telephoto), 1/4"", PDAF, Laser AF, OIS, 3x optical zoom,
20 MP B/W, f/1.6, 27mm (wide), 1/2.7"", PDAF, Laser AF, OIS","2018, March","6.1 inches, 93.9 cm, (~82.0% screen-to-body ratio)","1080 x 2240 pixels, 18.7:9 ratio (~408 ppi density)","OLED capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, color spectrum",Huawei P20 Pro
,Non-removable Li-Po 4000 mAh battery,,"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm, AF","256GB 6GB RAM, 512GB 6GB RAM",Android 8.1 (Oreo); EMUI 9.1,,"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF, OIS,
8 MP, f/2.4, 80mm (telephoto), 1/4"", PDAF, Laser AF, OIS, 3x optical zoom,
20 MP B/W, f/1.6, 27mm (wide), 1/2.7"", PDAF, Laser AF, OIS","2018, March","6.0 inches, 92.6 cm, (~83.5% screen-to-body ratio)","1440 x 2880 pixels, 18:9 ratio (~538 ppi density)","OLED capacitive touchscreen, 16M colors","Fingerprints (rear-mounted and under display, optical), accelerometer, gyro, proximity, compass, barometer",Huawei Mate RS Porsche Design
,Non-removable Li-Ion 3020 mAh battery,,5 MP,16GB 2GB RAM,Android 7.0 (Nougat); EMUI 5.1,,"13 MP, AF","2017, August","5.0 inches, 68.9 cm, (~67.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity",Huawei P9 lite mini
,Non-removable Li-Ion 3340 mAh battery,,"13 MP, f/2.0, 26mm (wide),
2 MP, depth sensor",64GB 4GB RAM,"Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo); EMUI 5.1",,"16 MP, f/2.2, 27mm (wide), PDAF,
2 MP, depth sensor","2017, October","5.9 inches, 89.8 cm, (~76.5% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~409 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity, compass",Huawei Mate 10 Lite
,Non-removable Li-Ion 420 mAh battery,,,4GB 768MB RAM,"Android Wear OS 2.0 (China edition), upgradable to 2.1",,No,"2017, October","1.2 inches, 9.2 cm, (~42.6% screen-to-body ratio)","390 x 390 pixels, 1:1 ratio (~326 ppi density)","OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate, barometer, compass",Huawei Watch 2 Pro
$ 285.99 / £ 250.00 / € 239.99,Non-removable Li-Po 4000 mAh battery,64GB 4GB RAM,"8 MP, f/2.0, 26mm (wide), 1/3.2"", 1.4µm, AF",64GB 4GB RAM,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); EMUI 9.1","$ 285.99,$ 355.95,$ 2,000.00,£ 250.00,£ 293.00,€ 239.99","12 MP, f/1.6, 27mm (wide), 1/2.9"", 1.25µm, PDAF, Laser AF, OIS,
20 MP B/W, f/1.6, 27mm (wide), 2x lossless zoom, PDAF, Laser AF, OIS","2017, October","5.9 inches, 95.6 cm, (~81.6% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~499 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, barometer, compass",Huawei Mate 10
$ 382.98 / £ 314.00 / € 410.47,Non-removable Li-Po 4000 mAh battery,"64GB 4GB RAM,128GB 6GB RAM","8 MP, f/2.0, 26mm (wide), 1/3.2"", 1.4µm, AF","64GB 4GB RAM, 128GB 6GB RAM","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); EMUI 9.1","$ 389.94,$ 382.98,$ 425.60,£ 314.00,€ 410.47","12 MP, f/1.6, 27mm (wide), 1/2.9"", 1.25µm, PDAF, Laser AF, OIS,
20 MP B/W, f/1.6, 27mm (wide), 2x lossless zoom, PDAF, Laser AF, OIS","2017, October","6.0 inches, 92.9 cm, (~80.9% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)","OLED capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass",Huawei Mate 10 Pro
,Non-removable Li-Po 4000 mAh battery,,"8 MP, f/2.0, 26mm (wide), 1/3.2"", 1.4µm, AF",256GB 6GB RAM,Android 8.0 (Oreo); EMUI 9.1,,"12 MP, f/1.6, 27mm (wide), 1/2.9"", 1.25µm, PDAF, Laser AF, OIS,
20 MP B/W, f/1.6, 27mm (wide), 2x lossless zoom, PDAF, Laser AF, OIS","2017, October","6.0 inches, 92.9 cm, (~80.9% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)","OLED capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass",Huawei Mate 10 Porsche Design
,Non-removable Li-Po 3340 mAh battery,,"20 MP, f/2.0, (wide), 1/2.8"", 1.0μm,
2 MP, depth sensor","64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",Android 8.0 (Oreo); EMUI 8,,"16 MP, f/1.8, PDAF,
20 MP B/W, f/1.8","2017, December","6.0 inches, 92.4 cm, (~78.5% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~403 ppi density)","LTPS IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Huawei nova 2s
,Non-removable Li-Po 3000 mAh battery,,"8 MP, f/2.0","32GB 3GB RAM, 64GB 4GB RAM",Android 8.0 (Oreo); EMUI 8,,"13 MP, AF,
2 MP, depth sensor","2017, December","5.65 inches, 82.4 cm, (~76.1% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~427 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity, compass",Huawei P smart
,Non-removable Li-Po 5100 mAh battery,,8 MP,"32GB 4GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",Android 8.0 (Oreo); EMUI 8,,"13 MP, PDAF","2018, February","8.4 inches, 204.6 cm, (~77.1% screen-to-body ratio)","2560 x 1600 pixels, 16:10 ratio (~359 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Huawei MediaPad M5 8
,Non-removable Li-Po 7500 mAh battery,,8 MP,"32GB 4GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",Android 8.0 (Oreo); EMUI 8,,"13 MP, PDAF","2018, February","10.8 inches, 338.2 cm, (~76.1% screen-to-body ratio)","2560 x 1600 pixels, 16:10 ratio (~280 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Huawei MediaPad M5 10
,Non-removable Li-Po 7500 mAh battery,,8 MP,"64GB 4GB RAM, 128GB 4GB RAM",Android 8.0 (Oreo); EMUI 8,,"13 MP, PDAF","2018, February","10.8 inches, 338.2 cm, (~76.1% screen-to-body ratio)","2560 x 1600 pixels, 16:10 ratio (~280 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Huawei MediaPad M5 10 (Pro)
,Non-removable Li-Ion 4000 mAh battery,,"13 MP, f/2.0, 26mm (wide),
2 MP, depth sensor,
or,
16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm,
2 MP, depth sensor - FLA-LX2 only","32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",Android 8.0 (Oreo); EMUI 8,,"16 MP, f/2.2, 27mm (wide), PDAF,
2 MP, depth sensor","2018, March","5.93 inches, 90.7 cm, (~76.7% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~407 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro (market dependent), proximity, compass",Huawei Y9 (2018)
,Non-removable Li-Ion 3000 mAh battery,,8 MP,16GB 2GB RAM,Android 8.0 (Oreo); EMUI 8,,"13 MP, f/2.2, PDAF","2018, March","5.99 inches, 92.6 cm, (~76.3% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~269 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity, compass",Huawei Y7 (2018)
,Non-removable Li-Ion 3000 mAh battery,,"8 MP, f/2.0",32GB 3GB RAM,Android 8.0 (Oreo); EMUI 8,,"13 MP, f/2.2, PDAF,
2 MP, depth sensor","2018, March","5.99 inches, 92.6 cm, (~76.3% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~269 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity, compass",Huawei Y7 Prime (2018)
,Non-removable Li-Ion 3000 mAh battery,,5 MP,16GB 2GB RAM,Android 8.0 (Oreo); EMUI 8,,"13 MP, PDAF","2018, April","5.7 inches, 83.8 cm, (~75.4% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)","S-IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity",Huawei Y6 (2018)
,Non-removable Li-Ion 3000 mAh battery,,8 MP,"16GB 2GB RAM, 32GB 3GB RAM",Android 8.0 (Oreo); EMUI 8,,"13 MP, PDAF","2018, April","5.7 inches, 83.8 cm, (~75.4% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)","S-IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity",Huawei Y6 Prime (2018)
,Non-removable Li-Ion 3020 mAh battery,,5 MP,16GB 2GB RAM,Android 8.1 (Oreo); EMUI 8,,"13 MP, f/2.0, AF","2018, May","5.45 inches, 76.7 cm, (~73.8% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)","LCD capacitive touchscreen, 16M colors","Accelerometer, proximity",Huawei Y5 Prime (2018)
,Non-removable Li-Ion 420 mAh battery,,,4GB 768MB RAM,"Android Wear OS 2.0, upgradable to 2.1",,No,"2018, May","1.2 inches, 9.2 cm, (~42.0% screen-to-body ratio)","390 x 390 pixels, 1:1 ratio (~326 ppi density)","OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate, barometer, compass",Huawei Watch 2 2018
$ 331.07,Non-removable Li-Po 3750 mAh battery,128GB 6GB RAM,"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm,
2 MP, depth sensor","128GB 4GB RAM, 128GB 6GB RAM","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); EMUI 9.1","$ 588.00,$ 331.07","16 MP, 27mm (wide), f/1.8, PDAF,
24 MP B/W, 27mm (wide), f/1.8, PDAF","2018, July","6.3 inches, 97.4 cm, (~84.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Infrared face recognition, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Huawei nova 3
"$ 176.00 / £ 259.89 / ₹ 21,999",Non-removable Li-Ion 3340 mAh battery,128GB 4GB RAM,"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm,
2 MP, depth sensor","128GB 4GB RAM, 128GB 6GB RAM","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); EMUI 9.0","$ 176.00,$ 287.00,$ 209.99,£ 259.89,₹ 21,999","16 MP, f/2.2, PDAF,
2 MP, depth sensor","2018, July","6.3 inches, 97.4 cm, (~82.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Huawei nova 3i
£ 165.00 / € 195.91,Non-removable Li-Ion 3400 mAh battery,64GB 3GB RAM,8 MP,64GB 3GB RAM,Android 9.0 (Pie); EMUI 9,"£ 165.00,£ 210.82,€ 195.91","24 MP, PDAF,
16 MP, (ultrawide),
2 MP, depth sensor","2018, July","6.21 inches, 94.7 cm, (~83.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)","LTPS IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity, compass",Huawei P Smart+ 2019
$ 199.88 / £ 162.65 / € 229.90,Non-removable Li-Ion 3750 mAh battery,"64GB 4GB RAM,64GB 6GB RAM","24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm,
2 MP, depth sensor","64GB 4GB RAM, 64GB 6GB RAM","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); EMUI 9.1","$ 219.89,$ 220.00,$ 199.88,£ 162.65,£ 179.89,$ 204.15","20 MP, f/1.8, 27mm (wide), PDAF,
2 MP, depth sensor","2018, August","6.3 inches, 97.4 cm, (~81.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","LTPS IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Huawei Mate 20 lite
"$ 203.99 / ₹ 18,990",Non-removable Li-Ion 4000 mAh battery,"64GB 3GB RAM,64GB 4GB RAM,128GB 4GB RAM (CN)","16 MP, f/2.0,
2 MP, f/2.4, depth sensor","64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",Android 8.1 (Oreo); EMUI 8.2,"$ 203.99,₹ 18,990,$ 214.62","13 MP, f/1.8, PDAF,
2 MP, f/2.4, depth sensor","2018, October","6.5 inches, 103.7 cm, (~82.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~396 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Huawei Y9 (2019)
,Non-removable Li-Po 7500 mAh battery,,8 MP,"32GB 3GB RAM, 64GB 4GB RAM",Android 8.0 (Oreo); EMUI 8,,"8 MP, AF","2018, September","10.1 inches, 295.8 cm, (~74.9% screen-to-body ratio)","1920 x 1200 pixels, 16:10 ratio (~224 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, proximity, compass",Huawei MediaPad M5 lite
,Non-removable Li-Po 5100 mAh battery,,"2 MP, f/2.4","16GB 2GB RAM, 32GB 3GB RAM",Android 8.0 (Oreo); EMUI 8,,"5 MP, f/2.4, AF","2018, August","10.1 inches, 295.8 cm, (~74.2% screen-to-body ratio)","1920 x 1200 pixels, 16:10 ratio (~224 ppi density)","IPS LCD capacitive touchscreen, 16M colors",Accelerometer,Huawei MediaPad T5
$ 385.82 / £ 344.00,Non-removable Li-Po 4000 mAh battery,"128GB 4GB RAM,128GB 6GB RAM","24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm","64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",Android 9.0 (Pie); EMUI 9.1,"$ 409.99,$ 429.99,£ 344.00,£ 449.99,$ 439.99,$ 603.28,$ 385.82","12 MP, f/1.8, 27mm (wide), 1/2.3"", PDAF, Laser AF,
8 MP, f/2.4, 54mm (telephoto), PDAF, Laser AF, 2x optical zoom,
16 MP, f/2.2, 17mm (ultrawide), PDAF, Laser AF","2018, October","6.53 inches, 107.5 cm, (~88.0% screen-to-body ratio)","1080 x 2244 pixels, 18.7:9 ratio (~381 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass",Huawei Mate 20
"$ 537.00 / £ 439.00 / ₹ 43,990",Non-removable Li-Po 4200 mAh battery,128GB 6GB RAM,"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm","128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",Android 9.0 (Pie); EMUI 9.1,"$ 537.00,$ 649.99,£ 439.00,£ 499.99,₹ 43,990,₹ 44,990","40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF,
8 MP, f/2.4, 80mm (telephoto), 1/4"", PDAF, Laser AF, OIS, 3x optical zoom,
20 MP, f/2.2, 16mm (ultrawide), 1/2.7"", PDAF, Laser AF","2018, October","6.39 inches, 100.2 cm, (~87.9% screen-to-body ratio)","1440 x 3120 pixels, 19.5:9 ratio (~538 ppi density)","OLED capacitive touchscreen, 16M colors","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",Huawei Mate 20 Pro
$ 643.95 / £ 664.81,Non-removable Li-Po 5000 mAh battery,"128GB 6GB RAM,256GB 8GB RAM","24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm","128GB 6GB RAM, 256GB 8GB RAM",Android 9.0 (Pie); EMUI 9.1,"$ 643.95,£ 699.99,$ 950.00,£ 664.81","40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF,
8 MP, f/2.4, 80mm (telephoto), 1/4"", PDAF, Laser AF, OIS, 3x optical zoom,
20 MP, f/2.2, 16mm (ultrawide), 1/2.7"", PDAF, Laser AF","2018, October","7.2 inches, 130.7 cm, (~87.6% screen-to-body ratio)","1080 x 2244 pixels, 18.7:9 ratio (~346 ppi density)","OLED capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass",Huawei Mate 20 X
,Non-removable Li-Po 4200 mAh battery,,"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm","256GB 8GB RAM, 512GB 8GB RAM",Android 9.0 (Pie); EMUI 9.1,,"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF,
8 MP, f/2.4, 80mm (telephoto), 1/4"", PDAF, Laser AF, OIS, 3x optical zoom,
20 MP, f/2.2, 16mm (ultrawide), 1/2.7"", PDAF, Laser AF","2018, October","6.39 inches, 100.2 cm, (~87.9% screen-to-body ratio)","1440 x 3120 pixels, 19.5:9 ratio (~538 ppi density)","OLED capacitive touchscreen, 16M colors","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",Huawei Mate 20 RS Porsche Design
,Non-removable Li-Ion 420 mAh battery,,,128MB 16MB RAM,Huawei wearable platform,,No,"2018, October","1.39 inches, 12.5 cm, (~57.9% screen-to-body ratio)","454 x 454 pixels, 1:1 ratio (~326 ppi density)","OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate, barometer, compass",Huawei Watch GT
,Non-removable Li-Po 6660 mAh battery,,5 MP,"16GB 2GB RAM (Standard), 64GB 3GB RAM (Premium)",Android 5.1 (Lollipop); EMUI 3.1,,"13 MP, f/2.0, AF","2016, January","10.1 inches, 295.8 cm, (~71.4% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~224 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, compass",Huawei MediaPad M2 10.0
,Non-removable Li-Ion 3000 mAh battery,,"8 MP, f/2.4","32GB 3GB RAM (EVA-L19/EVA-L09), 64GB 4GB RAM (EVA-L29)","Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat); EMUI 4.1",,"12 MP, f/2.2, 27mm (wide), 1/2.9"", 1.25µm, PDAF, Laser AF,
12 MP B/W, f/2.2, 27mm (wide), 1/2.9"", 1.25µm, PDAF, Laser AF","2016, April","5.2 inches, 74.9 cm, (~72.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~423 ppi density)","IPS-NEO LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Huawei P9
,Non-removable Li-Po 3400 mAh battery,,"8 MP, f/1.9, AF",64GB 4GB RAM,"Android 6 (Marshmallow), upgradable to 7 (Nougat); EMUI 5",,"12 MP, f/2.2, 27mm (wide), 1/2.9"", 1.25µm, PDAF, Laser AF,
12 MP B/W, f/2.2, 27mm (wide), 1/2.9"", 1.25µm, PDAF, Laser AF","2016, April","5.5 inches, 83.4 cm, (~72.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Huawei P9 Plus
,Non-removable 3000 mAh battery,,"8 MP, f/2.0","16GB 2GB RAM, 16GB 3GB RAM","Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat); EMUI 4.1",,"13 MP, f/2.0, 1/3"", 1.12µm, AF","2016, April","5.2 inches, 74.5 cm, (~69.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity, compass",Huawei P9 lite
,Removable Li-Po 2200 mAh battery,,2 MP,8GB 1GB RAM,Android 5.1 (Lollipop); EMUI 3.1,,"8 MP, f/2.0, AF","2016, April","5.0 inches, 68.9 cm, (~66.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Huawei Y5II
,Removable Li-Po 2100 mAh battery,,2 MP,8GB 1GB RAM,Android 5.1 (Lollipop); EMUI 3.1,,"5 MP, AF","2016, April","4.5 inches, 55.8 cm, (~62.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)","Capacitive touchscreen, 16M colors","Accelerometer, proximity",Huawei Y3II
,Non-removable Li-Ion 4360 mAh battery,,5 MP,"16GB 3GB RAM, 32GB 3GB RAM",Android 5.1.1 (Lollipop); EMUI,,"13 MP, f/2.0, AF","2016, May","7.0 inches, 142.1 cm, (~71.7% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~323 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (side-mounted), accelerometer, proximity",Huawei MediaPad M2 7.0
,Non-removable Li-Ion 4100 mAh battery,,2 MP,16GB 2GB RAM,Android 4.4.2 (KitKat); EMUI 3,,"5 MP, AF","2016, April","7.0 inches, 137.9 cm, (~67.2% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","IPS LCD capacitive touchscreen, 16M colors",Accelerometer,Huawei MediaPad T1 7.0 Plus
,Non-removable Li-Po 3340 mAh battery,,8 MP,"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM",Android 6.0 (Marshmallow); EMUI 4.1,,"16 MP, 1/2.8"", 1.12µm, PDAF, OIS","2016, August","5.5 inches, 83.4 cm, (~72.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity, compass",Huawei G9 Plus
,Non-removable Li-Ion 4100 mAh battery,,2 MP,"8GB 1GB RAM, 16GB 1GB RAM, 16GB 2GB RAM (DL09)",Android 6 (Marshmallow); EMUI 4,,2 MP,"2016, August","7.0 inches, 137.9 cm, (~67.2% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","IPS LCD capacitive touchscreen, 16M colors",Accelerometer,Huawei MediaPad T2 7.0
,Non-removable Li-Po 4360 mAh battery,,5 MP,"16GB 2GB RAM, 32GB 3GB RAM (701L); 16GB 3GB RAM, 32GB 3GB RAM (703L)",Android 5.1 (Lollipop); EMUI 3.1,,"13 MP, f/2.0, AF","2016, August","7.0 inches, 135.1 cm, (~68.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~315 ppi density)","LTPS IPS LCD capacitive touchscreen, 16M colors","Fingerprint (side-mounted), accelerometer, proximity, compass",Huawei MediaPad T2 7.0 Pro
,Non-removable Li-Ion 6660 mAh battery,,2 MP,"16GB 2GB RAM; 16GB 3GB RAM, 32GB 3GB RAM (A03L)",Android 5.1 (Lollipop); EMUI 3.1,,"8 MP, f/2.0, AF","2016, August","10.0 inches, 290.0 cm, (~71.6% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~226 ppi density)","IPS LCD capacitive touchscreen, 16M colors",Accelerometer,Huawei MediaPad T2 10.0 Pro
,Non-removable Li-Po 3020 mAh battery,,8 MP,32GB 3GB RAM,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat); EMUI 4.1",,"12 MP, 1/2.9"", 1.25µm, PDAF","2016, September","5.0 inches, 68.9 cm, (~70.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Huawei nova
,Non-removable Li-Po 3340 mAh battery,,"8 MP, f/2.0",32GB 3GB RAM,Android 6.0.1 (Marshmallow); EMUI 4.1,,"16 MP, f/2.0, 1/2.8"", 1.12µm, PDAF, OIS","2016, September","5.5 inches, 83.4 cm, (~72.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity, compass",Huawei nova plus
,Non-removable Li-Po 5100 mAh battery,,8 MP,"32GB 4GB RAM, 64GB 4GB RAM",Android 6.0 (Marshmallow); EMUI 4.1,,"8 MP, AF","2016, September","8.4 inches, 204.6 cm, (~76.4% screen-to-body ratio)","1600 x 2560 pixels, 16:10 ratio (~359 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Huawei MediaPad M3 8.4
,Non-removable Li-Po 4100 mAh battery,,5 MP,16GB 3GB RAM,Android 6.0 (Marshmallow); EMUI 4.1,,"13 MP, f/2.2, AF","2016, October","5.0 inches, 69.4 cm, (~68.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~293 ppi density)","OLED capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity, compass",Huawei Enjoy 6
,Non-removable Li-Ion 80 mAh battery,,,16MB 256 KB RAM,,,No,"2016, November","1.04 inches, 7.0 cm, (~45.0% screen-to-body ratio)","208 x 208 pixels, 1:1 ratio (~200 ppi density)",Monochrome graphic,"Accelerometer, gyro, heart rate",Huawei Fit
