basePrice,batterySize,capacities,frontCamera,memory,opSys,pricing,rearCamera,released,screen,screenRes,screenType,sensors,title
$ 379.99 / £ 363.89,Non-removable Li-Ion 4000 mAh battery,"128GB 8GB RAM,256GB 12GB RAM,128GB 6GB RAM","20 MP, f/2.0, (wide), 1/3"", 0.9µm","128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",Android 9.0 (Pie),"$ 439.99,$ 439.99,£ 363.89,$ 599.99,$ 528.90,£ 490.64,$ 379.99","48 MP, f/1.8, 28mm (wide), 1/2"", 0.8µm, PDAF,
12 MP, f/2.2, 54mm (telephoto), 1.0µm, PDAF, 2x optical zoom","2019, March","6.39 inches, 100.2 cm, (~81.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Xiaomi Black Shark 2
"£ 159.00 / ₹ 7,999",Non-removable Li-Po 4000 mAh battery,"32GB 3GB RAM,64GB 4GB RAM","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm","32GB 3GB RAM, 64GB 4GB RAM",Android 9.0 (Pie); MIUI 11,"£ 159.00,₹ 7,999,₹ 8,399,₹ 9,999,₹ 10,454","12 MP, f/2.2, 1/2.9"", 1.25µm, PDAF,
2 MP, depth sensor","2019, April","6.26 inches, 97.8 cm, (~81.5% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~269 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Xiaomi Redmi Y3
"₹ 7,979",Non-removable Li-Po 4000 mAh battery,"32GB 3GB RAM,64GB 4GB RAM","13 MP, f/2.0, 1.12µm","32GB 3GB RAM, 64GB 4GB RAM",Android 9.0 (Pie); MIUI 11,"₹ 7,979,₹ 8,999,₹ 9,999,₹ 10,590","48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF,
5 MP, f/2.2, depth sensor","2019, May","6.3 inches, 97.4 cm, (~81.4% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Xiaomi Redmi Note 7S
"$ 235.90 / ₹ 24,799",Non-removable Li-Po 4000 mAh battery,"128GB 6GB RAM,256GB 8GB RAM,64GB 6GB RAM","Motorized pop-up 20 MP, f/2.2, (wide), 1/3.4"", 0.8µm","64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",Android 9.0 (Pie); MIUI 11,"$ 370.99,$ 367.06,$ 428.80,$ 235.90,$ 524.54,₹ 28,999,$ 393.81,$ 399.99","48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF, Laser AF,
8 MP, f/2.4, 53mm (telephoto), 1/4"", 1.12µm, PDAF, Laser AF, 2x optical zoom,
13 MP, f/2.4, 12mm (ultrawide), 1/3.1"", 1.12µm","2019, May","6.39 inches, 100.2 cm, (~86.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Xiaomi Redmi K20 Pro
"$ 239.99 / £ 237.00 / ₹ 19,999",Non-removable Li-Po 4000 mAh battery,"64GB 6GB RAM,128GB 6GB RAM,256GB 8GB RAM","Motorized pop-up 20 MP, f/2.2, (wide), 1/3.4"", 0.8µm","64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM","Android 9.0 (Pie), upgradable to Android 10; MIUI 11","$ 260.99,$ 239.99,₹ 19,999,$ 258.38,$ 428.80,£ 237.00,$ 369.99","48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF,
8 MP, f/2.4, 53mm (telephoto), 1/4"", 1.12µm, PDAF, 2x optical zoom,
13 MP, f/2.4, 12mm (ultrawide), 1/3.1"", 1.12µm","2019, May","6.39 inches, 100.2 cm, (~86.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Xiaomi Redmi K20
$ 266.99 / £ 249.99 / € 299.00,Non-removable Li-Po 4000 mAh battery,"64GB 6GB RAM,128GB 6GB RAM","Motorized pop-up 20 MP, f/2.2, (wide), 1/3.4"", 0.8µm","64GB 6GB RAM, 128GB 6GB RAM",Android 9.0 (Pie); MIUI 10,"$ 284.99,$ 299.39,$ 266.99,$ 299.99,$ 309.99,$ 319.49,$ 284.99,$ 329.99","48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF,
8 MP, f/2.4, 53mm (telephoto), 1/4"", 1.12µm, PDAF, 2x optical zoom,
13 MP, f/2.4, 12mm (ultrawide), 1/3.1"", 1.12µm","2019, June","6.39 inches, 100.2 cm, (~86.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Xiaomi Mi 9T
$ 194.99 / £ 169.99,Non-removable Li-Po 3350 mAh battery,"64GB 4GB RAM,64GB 6GB RAM,128GB 6GB RAM","24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm","64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); MIUI 10.2","$ 194.99,$ 199.99,$ 299.99,$ 219.00,$ 219.99,$ 389.00,$ 499.90","12 MP, f/1.9, 1/2.55"", 1.4µm, dual pixel PDAF,
5 MP, f/2.0, 1/5"", 1.12µm, depth sensor","2018, September","6.26 inches, 97.8 cm, (~82.5% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~403 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Xiaomi Mi 8 Lite
$ 299.00 / £ 523.97,Non-removable Li-Po 3000 mAh battery,128GB 8GB RAM,"20 MP, f/2.0, (wide), 1/3"", 0.9µm","128GB 6GB RAM, 128GB 8GB RAM",Android 8.1 (Oreo); MIUI 10,"$ 299.00,$ 350.00,£ 523.97","12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF, 4-axis OIS,
12 MP, f/2.4, 1/3.4"", 1.0µm, AF, 2x optical zoom","2018, September","6.21 inches, 97.1 cm, (~83.8% screen-to-body ratio)",1080 x 2248 pixels (~402 ppi density),"Super AMOLED capacitive touchscreen, 16M colors","Infrared face recognition, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",Xiaomi Mi 8 Pro
"$ 159.99 / £ 129.00 / ₹ 8,820",Non-removable Li-Po 4000 mAh battery,"32GB 3GB RAM,64GB 4GB RAM,64GB 6GB RAM","20 MP, f/2.0, (wide), 1/3"", 0.9µm,
2 MP, f/2.2, 1.75µm, depth sensor","32GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); MIUI 11","$ 159.99,£ 148.00,£ 212.49,$ 165.67,$ 179.99,$ 273.68,₹ 9,870,₹ 13,999","12 MP, f/1.9, 1/2.55"", 1.4µm, dual pixel PDAF,
5 MP, f/2.2, 1.12µm, depth sensor","2018, September","6.26 inches, 97.8 cm, (~81.1% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~403 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Xiaomi Redmi Note 6 Pro
,Non-removable Li-Ion 4000 mAh battery,,"20 MP, f/2.2, (wide), 1/2.8"", 1.0µm","128GB 6GB RAM, 128GB 8GB RAM, 256GB 10GB RAM",Android 8.0 (Oreo),,"12 MP, f/1.8, 1/2.9"", 1.25µm, dual pixel PDAF,
20 MP, f/1.8, 1.0µm, AF, 2x optical zoom","2018, October","6.01 inches, 93.2 cm, (~77.5% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)","AMOLED capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Xiaomi Black Shark Helo
$ 344.50 / £ 288.00,Non-removable Li-Po 3200 mAh battery,"128GB 6GB RAM,256GB 10GB RAM,128GB 8GB RAM","Manual pop-up 24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm,
Manual pop-up 2 MP, depth sensor","128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 10GB RAM",Android 9.0 (Pie); MIUI 10,"$ 344.50,$ 348.99,$ 388.43,$ 1,010.00,$ 368.12","12 MP (wide), f/1.8, 1/2.55"", 1.4µm, Dual Pixel PDAF, 4-axis OIS,
12 MP (telephoto), 1/3.4"", 1.0µm","2018, October","6.39 inches, 100.2 cm, (~85.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Xiaomi Mi Mix 3
$ 347.99 / £ 319.79 / € 361.00,Non-removable Li-Po 4000 mAh battery,"64GB 6GB RAM,128GB 6GB RAM","Motorized pop-up 20 MP, f/2.2, (wide), 1/3.4"", 0.8µm","64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM",Android 9.0 (Pie); MIUI 10,"$ 347.99,$ 359.95,$ 355.00,£ 339.99,$ 377.99,$ 379.95,$ 381.65,$ 429.99","48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF, Laser AF,
8 MP, f/2.4, 53mm (telephoto), 1/4"", 1.12µm, PDAF, Laser AF, 2x optical zoom,
13 MP, f/2.4, 12mm (ultrawide), 1/3.1"", 1.12µm","2019, August","6.39 inches, 100.2 cm, (~86.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Xiaomi Mi 9T Pro
"$ 138.89 / £ 140.00 / € 169.90 / ₹ 9,999",Non-removable Li-Po 4000 mAh battery,"32GB 3GB RAM,64GB 4GB RAM,128GB 4GB RAM","13 MP, f/2.0, 1.12µm","32GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",Android 9.0 (Pie); MIUI 11,"$ 150.95,$ 159.88,$ 164.00,$ 169.95,$ 171.32,$ 138.89,$ 192.99,$ 203.00,$ 229.99","48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF,
8 MP, f/2.2, 13mm (ultrawide), 1/4"", 1.12µm,
2 MP, f/2.4, 1/5"", 1.75µm (dedicated macro camera),
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor","2019, August","6.3 inches, 97.4 cm, (~81.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Xiaomi Redmi Note 8
$ 219.99 / £ 337.99,Non-removable Li-Po 4030 mAh battery,"64GB 6GB RAM,128GB 6GB RAM,256GB 8GB RAM","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM",Android 9.0 (Pie); MIUI 10,"$ 219.99,£ 337.99,$ 242.99,$ 519.99","48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF,
8 MP, (ultrawide),
2 MP, depth sensor","2019, July","6.39 inches, 100.2 cm, (~85.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Xiaomi Mi CC9
$ 169.99,Non-removable Li-Po 4030 mAh battery,"64GB 4GB RAM,64GB 6GB RAM,128GB 6GB RAM","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",Android 9.0 (Pie); MIUI 10,"$ 176.99,$ 178.99,$ 169.99,$ 199.99","48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF,
8 MP, f/2.2, (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, depth sensor","2019, July","6.01 inches, 88.7 cm, (~80.3% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~286 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Xiaomi Mi CC9e
"$ 81.99 / £ 74.98 / € 89.00 / ₹ 5,299",Non-removable Li-Po 4000 mAh battery,"16GB 2GB RAM,32GB 2GB RAM,32GB 3GB RAM","5 MP, f/2.2, 1/5"", 1.12µm","16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM",Android 9.0 (Pie); MIUI 11,"$ 92.99,$ 81.99,£ 74.98,$ 99.95,$ 86.99,£ 74.98,$ 154.99,$ 91.59","13 MP, f/2.2, 1/3.1"", 1.12µm, PDAF - China,
or,
12 MP, f/2.2, 1/2.9"", 1.25µm, PDAF - Global, India","2019, May","5.45 inches, 76.7 cm, (~74.4% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Xiaomi Redmi 7A
"$ 154.99 / £ 129.00 / € 172.60 / ₹ 10,675",Non-removable Li-Po 4030 mAh battery,"64GB 4GB RAM,128GB 4GB RAM,128GB 6GB RAM","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",Android 9.0 (Pie); Android One,"$ 161.99,$ 164.00,$ 154.99,$ 188.19,$ 189.99,$ 167.19,$ 329.00,₹ 15,499,₹ 16,200","48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF,
8 MP, f/2.2, 13mm (ultrawide), 1/4"", 1.12µm,
2 MP, f/2.4, depth sensor","2019, July","6.01 inches, 88.7 cm, (~80.3% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~286 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Xiaomi Mi A3
$ 459.00 / £ 549.00,Non-removable Li-Ion 4000 mAh battery,"128GB 8GB RAM,256GB 12GB RAM","20 MP, f/2.0, (wide), 1/3"", 0.9µm","128GB 8GB RAM, 128GB 12GB RAM, 256GB 12GB RAM",Android 9.0 (Pie),"$ 513.99,$ 459.00,£ 549.00,$ 659.00,£ 686.60,£ 699.99","48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF,
12 MP, f/2.2, (telephoto), 1.0µm, PDAF, 2x optical zoom","2019, July","6.39 inches, 100.2 cm, (~81.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Xiaomi Black Shark 2 Pro
"$ 188.99 / £ 166.99 / € 212.97 / ₹ 14,999",Non-removable Li-Po 4500 mAh battery,"64GB 6GB RAM,128GB 6GB RAM,128GB 8GB RAM","20 MP, f/2.0, (wide), 1/3"", 0.9µm","64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",Android 9.0 (Pie); MIUI 10,"$ 218.00,$ 244.95,$ 188.99,$ 244.46,$ 244.62,$ 201.99,$ 223.99,₹ 17,999","64 MP, f/1.9, 26mm (wide), 1/1.7"", 0.8µm, PDAF,
8 MP, f/2.2, 13mm (ultrawide), 1/4"", 1.12µm,
2 MP, f/2.4, 1/5"", 1.75µm (dedicated macro camera),
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor","2019, August","6.53 inches, 104.7 cm, (~84.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Xiaomi Redmi Note 8 Pro
$ 159.88 / £ 189.00 / € 245.00,Non-removable Li-Po 4030 mAh battery,"64GB 6GB RAM,128GB 6GB RAM","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","64GB 6GB RAM, 128GB 6GB RAM",Android 9.0 (Pie); MIUI 10,"$ 255.99,$ 299.50,$ 239.00,$ 295.99,$ 159.88,$ 259.00,$ 329.99,£ 203.99","48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF,
8 MP, (ultrawide),
2 MP, depth sensor","2019, September","6.39 inches, 100.2 cm, (~85.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Xiaomi Mi 9 Lite
$ 432.99,Non-removable Li-Po 4000 mAh battery,128GB 8GB RAM,"Motorized pop-up 20 MP, f/2.2, (wide), 1/3.4"", 0.8µm","128GB 8GB RAM, 512GB 8GB RAM, 512GB 12GB RAM",Android 10; MIUI 11,$ 432.99,"48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF, Laser AF,
8 MP, f/2.4, 53mm (telephoto), 1/4"", 1.12µm, PDAF, Laser AF, 2x optical zoom,
13 MP, f/2.4, 12mm (ultrawide), 1/3.1"", 1.12µm","2019, September","6.39 inches, 100.2 cm, (~86.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Xiaomi Redmi K20 Pro Premium
,Non-removable Li-Po 4000 mAh battery,,"20 MP, f/2.0, (wide), 1/3"", 0.9µm","128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",Android 10; MIUI 11,,"48 MP, f/1.8, 27mm (wide), 1/2"", 0.8µm, PDAF, Laser AF,
12 MP, f/2.2, 54mm (telephoto), 1/3.6"", 1.0µm, PDAF, Laser AF, 2x optical zoom,
16 MP, f/2.2, 13mm (ultrawide), 1/3.0"", 1.0µm, PDAF, Laser AF","2019, September","6.39 inches, 100.2 cm, (~85.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Xiaomi Mi 9 Pro
