basePrice,batterySize,capacities,frontCamera,memory,opSys,pricing,rearCamera,released,screen,screenRes,screenType,sensors,title
,Non-removable Li-Po 7040 mAh battery,,"8 MP, f/2.0, 26mm (wide), 1/4.0"", 1.12µm","128GB 6GB RAM, 256GB 8GB RAM",Android 9.0 (Pie); One UI,,"13 MP, f/2.0, 26mm (wide), 1/3.4"", 1.0µm, AF,
5 MP, f/2.2, 12mm (ultrawide), 1.12µm","2019, July","10.5 inches, 321.9 cm, (~82.5% screen-to-body ratio)","1600 x 2560 pixels, 16:10 ratio (~287 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Samsung Galaxy Tab S6
$ 77.98,Non-removable Li-Ion 3000 mAh battery,32GB 2GB RAM,"5 MP, f/2.0,
or,
2 MP",32GB 2GB RAM,Android 9.0 (Pie),"$ 77.98,$ 175.08,$ 179.99","8 MP, f/1.9, AF,
or,
5 MP, AF","2019, July","5.83 inches, 83.4 cm, (~81.4% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~295 ppi density)","PLS TFT capacitive touchscreen, 16M colors","Accelerometer, proximity",Samsung Galaxy A10e
"$ 128.99 / £ 119.99 / € 223.40 / ₹ 8,499",Non-removable Li-Po 4000 mAh battery,"32GB 2GB RAM,32GB 3GB RAM","8 MP, f/2.0","32GB 2GB RAM, 32GB 3GB RAM",Android 9.0 (Pie),"$ 128.99,$ 138.97,$ 139.99,$ 153.92,£ 119.99,₹ 9,499,₹ 9,499","13 MP, f/1.8, 28mm (wide), AF,
2 MP, f/2.4, depth sensor,
","2019, August","6.2 inches, 95.9 cm, (~80.7% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity",Samsung Galaxy A10s
,Non-removable Li-Ion 340 mAh battery,,,4GB 768MB RAM,Tizen-based wearable OS 4.0,,No,"2019, August","1.4 inches, 6.3 cm, (~32.7% screen-to-body ratio)","360 x 360 pixels, 1:1 ratio (~364 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate, barometer",Samsung Galaxy Watch Active2 Aluminum
$ 229.00 / € 295.99,Non-removable Li-Ion 340 mAh battery,4GB 1.5GB RAM,,4GB 1.5GB RAM,Tizen-based wearable OS 4.0,"$ 229.00,$ 229.99,€ 295.99",No,"2019, August","1.4 inches, 6.3 cm, (~32.7% screen-to-body ratio)","360 x 360 pixels, 1:1 ratio (~364 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate, barometer",Samsung Galaxy Watch Active2
"$ 645.00 / £ 611.00 / € 719.00 / ₹ 69,999",Non-removable Li-Ion 3500 mAh battery,256GB 8GB RAM,"10 MP, f/2.2, 26mm (wide), 1.22µm, Dual Pixel PDAF",256GB 8GB RAM,Android 9.0 (Pie); One UI,"$ 645.00,$ 689.99,$ 749.99,$ 1,199.99,£ 611.00,£ 745.39,€ 719.00,₹ 69,999,₹ 69,999","12 MP, f/1.5-2.4, 27mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS,
12 MP, f/2.1, 52mm (telephoto), 1/3.6"", 1.0µm, PDAF, OIS, 2x optical zoom,
16 MP, f/2.2, 12mm (ultrawide), 1.0µm, Super Steady video","2019, August","6.3 inches, 98.6 cm, (~90.9% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~401 ppi density)","Dynamic AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer",Samsung Galaxy Note10
,Non-removable Li-Ion 3200 mAh battery,,"5 MP, f/1.7, 22mm (wide)",64GB 4GB RAM,"Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie); One UI",,"12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS","2017, July","5.7 inches, 89.6 cm, (~79.0% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~515 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Iris scanner, fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",Samsung Galaxy Note FE
,Removable Li-Ion 3300 mAh battery,,5 MP,16GB 2GB RAM,Android 7.0.1 (Nougat),,"8 MP, AF","2017, March","5.5 inches, 83.4 cm, (~72.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Samsung Galaxy J7 V
,Non-removable Li-Ion 4000 mAh battery,,"8 MP, f/1.7, 25mm (wide), 1/3.6"", 1.22µm, AF",64GB 4GB RAM,"Android 7.0 (Nougat), upgradable to Android 9.0 (Pie); One UI",,"12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS","2017, August","5.8 inches, 85.4 cm, (~75.0% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~568 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate",Samsung Galaxy S8 Active
"$ 278.99 / £ 280.00 / ₹ 59,900",Non-removable Li-Ion 3300 mAh battery,"64GB 6GB RAM,128GB 6GB RAM","8 MP, f/1.7, 25mm (wide), 1/3.6"", 1.22µm, AF","64GB 6GB RAM, 128GB 6GB RAM, 256GB 6GB RAM","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)","$ 278.99,$ 344.88,$ 305.66,£ 280.00,£ 359.99,$ 974.99","12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS,
12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, AF, OIS, 2x optical zoom","2017, August","6.3 inches, 101.1 cm, (~83.2% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~521 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",Samsung Galaxy Note8
,Non-removable Li-Ion 300 mAh battery,,,4GB 768MB RAM,Tizen-based wearable platform 4.0,,,"2017, August","1.2 inches, 4.6 cm, (~24.3% screen-to-body ratio)","360 x 360 pixels, 1:1 ratio (~424 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate, barometer",Samsung Gear Sport
,Non-removable Li-Ion 3000 mAh battery,,"16 MP, f/1.9",32GB 4GB RAM,Android 7.1 (Nougat),,"13 MP, f/1.7, AF,
5 MP, f/1.9, depth sensor","2017, September","5.5 inches, 83.4 cm, (~73.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Samsung Galaxy C7 (2017)
,Non-removable Li-Ion 5000 mAh battery,,5 MP,16GB 2GB RAM,"Android 7.1 (Nougat), upgradable to Android 9.0 (Pie); One UI",,"8 MP, f/1.9, AF","2017, September","8.0 inches, 185.6 cm, (~70.5% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)","IPS LCD capacitive touchscreen, 16M colors",Accelerometer,Samsung Galaxy Tab A 8.0 (2017)
,Removable Li-Ion 4450 mAh battery,,5 MP,16GB 3GB RAM,Android 7.1.1 (Nougat),,"8 MP, AF","2017, October","8.0 inches, 185.6 cm, (~67.7% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)","LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Samsung Galaxy Tab Active 2
,Removable Li-Ion 2000 mAh battery,,"2 MP, f/2.2",8GB 1GB RAM,Android 7.0 (Nougat),,"5 MP, f/2.2, AF","2017, October","4.7 inches, 60.9 cm, (~64.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~234 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Accelerometer, proximity",Samsung Galaxy J2 (2017)
$ 259.98 / £ 259.90 / € 249.99,Non-removable Li-Ion 3000 mAh battery,"32GB 4GB RAM,64GB 4GB RAM","16 MP, f/1.9, 27mm (wide), 1/3.1"", 1.0µm,
8 MP, f/1.9, 24mm (wide), 1/4"", 1.12µm","32GB 4GB RAM, 64GB 4GB RAM","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie); One UI","$ 259.98,$ 499.00,£ 259.90,£ 278.69,€ 249.99,$ 695.00","16 MP, f/1.7, 26mm (wide), 1/2.8”, 1.12µm, PDAF","2017, December","5.6 inches, 79.6 cm, (~75.6% screen-to-body ratio)","1080 x 2220 pixels, 18.5:9 ratio (~441 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",Samsung Galaxy A8 (2018)
$ 799.00 / £ 299.99,Non-removable Li-Ion 3500 mAh battery,"32GB 4GB RAM,64GB 6GB RAM","16 MP, f/1.9, 27mm (wide), 1/3.1"", 1.0µm,
8 MP, f/1.9, 1/4.0"", 1.12µm","32GB 4GB RAM, 64GB 6GB RAM","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)","$ 799.00,$ 799.00,£ 299.99","16 MP, f/1.7, 26mm (wide), 1/2.8”, 1.12µm, PDAF","2017, December","6.0 inches, 91.4 cm, (~75.5% screen-to-body ratio)","1080 x 2220 pixels, 18.5:9 ratio (~411 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",Samsung Galaxy A8+ (2018)
,Removable Li-Ion 2600 mAh battery,,"5 MP, f/2.2","16GB 1.5GB RAM, 16GB 2GB RAM","Android 7.1 (Nougat), upgradable to Android 8.0 (Oreo)",,"8 MP, f/2.2, AF","2018, January","5.0 inches, 68.9 cm, (~66.3% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Accelerometer, proximity",Samsung Galaxy J2 Pro (2018)
"$ 323.25 / £ 349.99 / ₹ 23,999",Non-removable Li-Ion 3000 mAh battery (11.55 Wh),"64GB 4GB RAM,128GB 4GB RAM,256GB 4GB RAM","8 MP, f/1.7, 25mm (wide), 1/3.6"", 1.22µm, AF","64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","$ 324.87,$ 463.99,$ 599.99,£ 545.00,₹ 29,999,₹ 23,999","12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS","2018, February","5.8 inches, 84.8 cm, (~83.6% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~570 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",Samsung Galaxy S9
"$ 352.45 / £ 517.00 / € 569.95 / ₹ 32,063",Non-removable Li-Ion 3500 mAh battery (13.48 Wh),"64GB 6GB RAM,128GB 6GB RAM,256GB 6GB RAM","8 MP, f/1.7, 25mm (wide), 1/3.6"", 1.22µm, AF","64GB 6GB RAM, 128GB 6GB RAM, 256GB 6GB RAM","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","$ 519.99,$ 559.09,$ 699.99,$ 692.00,£ 517.00,£ 549.00,$ 530.00,£ 569.00,£ 599.99","12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS,
12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, AF, OIS, 2x optical zoom","2018, February","6.2 inches, 98.3 cm, (~84.2% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~529 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",Samsung Galaxy S9+
,Non-removable Li-Ion 3300 mAh battery,,"13 MP, f/1.9",32GB 3GB RAM,"Android 7.0 (Nougat), upgradable to Android 9.0 (Pie)",,"13 MP, f/1.9, 28mm (wide), AF","2018, March","5.5 inches, 83.4 cm, (~73.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","PLS TFT capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, proximity",Samsung Galaxy J7 Prime 2
,Removable Li-Ion 3000 mAh battery,,"8 MP, f/1.9",32GB 4GB RAM,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",,"13 MP, f/1.9, AF,
5 MP, f/1.9, depth sensor","2018, April","5.5 inches, 83.4 cm, (~70.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, proximity",Samsung Galaxy J7 Duo
$ 134.87 / £ 144.88 / € 228.93,Non-removable Li-Ion 3000 mAh battery,32GB 3GB RAM,"16 MP, f/1.9, 26mm (wide)","32GB 3GB RAM, 64GB 4GB RAM",Android 8.0 (Oreo),"$ 134.87,£ 144.88,£ 229.50,€ 228.93","16 MP, f/1.7, 26mm (wide), PDAF","2018, May","5.6 inches, 79.6 cm, (~75.0% screen-to-body ratio)","720 x 1480 pixels, 18.5:9 ratio (~294 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Samsung Galaxy A6 (2018)
"$ 219.99 / £ 190.57 / € 254.82 / ₹ 16,400",Non-removable Li-Ion 3500 mAh battery,"32GB 3GB RAM,64GB 4GB RAM","24 MP, f/1.9, 27mm (wide)","32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); One UI","$ 219.99,$ 269.98,£ 190.57,£ 245.00,€ 254.82,$ 261.99,$ 265.00,£ 219.99,₹ 16,400","16 MP, f/1.7, 26mm (wide), PDAF,
5 MP, f/1.9, depth sensor","2018, May","6.0 inches, 91.4 cm, (~75.3% screen-to-body ratio)","1080 x 2220 pixels, 18.5:9 ratio (~411 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Samsung Galaxy A6+ (2018)
,Removable Li-Ion 3000 mAh battery,,"5 MP, f/2.2","16GB 2GB RAM, 32GB 2GB RAM",Android 8.0 (Oreo),,"13 MP, f/1.9, 28mm (wide), AF","2018, May","5.5 inches, 83.4 cm, (~71.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Accelerometer, proximity",Samsung Galaxy J4
"$ 194.99 / £ 179.79 / € 209.90 / ₹ 9,490",Non-removable Li-Ion 3000 mAh battery,"64GB 4GB RAM,32GB 3GB RAM","8 MP, f/1.9","32GB 3GB RAM, 64GB 4GB RAM","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); One UI","$ 194.99,₹ 9,490,₹ 43,235,£ 179.79,€ 209.90,₹ 10,490","13 MP, f/1.9, 28mm (wide), AF","2018, May","5.6 inches, 80.1 cm, (~76.5% screen-to-body ratio)","720 x 1480 pixels, 18.5:9 ratio (~293 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity",Samsung Galaxy J6
"$ 209.99 / £ 189.99 / € 277.55 / ₹ 15,499",Non-removable Li-Ion 3500 mAh battery,"32GB 3GB RAM,64GB 4GB RAM","16 MP, f/1.9","32GB 3GB RAM, 64GB 4GB RAM","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","$ 209.99,$ 319.99,£ 189.99,£ 194.89,€ 277.55,$ 380.00,£ 189.99,€ 279.00,₹ 15,499","16 MP, f/1.7, AF,
5 MP, f/1.9, depth sensor","2018, May","6.0 inches, 91.4 cm, (~75.8% screen-to-body ratio)","720 x 1480 pixels, 18.5:9 ratio (~274 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity",Samsung Galaxy J8
,Non-removable Li-Ion 3000 mAh battery (11.55 Wh),,"8 MP, f/1.7, 25mm (wide), 1/3.6"", 1.22µm, AF",64GB 4GB RAM,Android 8.0 (Oreo),,"16 MP, f/1.7, 1.12µm, PDAF","2018, May","5.8 inches, 85.4 cm, (~84.2% screen-to-body ratio)","1080 x 2220 pixels, 18.5:9 ratio (~426 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",Samsung Galaxy S Light Luxury
,Non-removable Li-Ion 3700 mAh battery,,"24 MP, f/2.0","64GB 4GB RAM, 64GB 6GB RAM","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); One UI",,"24 MP, f/1.7,
16 MP, f/1.7, PDAF","2018, June","6.3 inches, 100.7 cm, (~80.6% screen-to-body ratio)","1080 x 2220 pixels, 18.5:9 ratio (~392 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Samsung Galaxy A8 Star (A9 Star)
,Removable Li-Ion 2600 mAh battery,,"5 MP, f/2.2",16GB 2GB RAM,Android 8.0 (Oreo),,"8 MP, f/1.9, AF","2018, June","5.0 inches, 68.9 cm, (~68.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Samsung Galaxy J3 (2018)
,Non-removable Li-Ion 3300 mAh battery,,"5 MP / 13 MP, f/1.7 (operator dependent)","16GB 2GB RAM, 32GB 2GB RAM","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); One UI",,"8 MP, AF or 13 MP, f/1.7, AF (operator dependent)","2018, June","5.5 inches, 83.4 cm, (~71.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Samsung Galaxy J7 (2018)
,Non-removable Li-Ion 3000 mAh battery,,"8 MP, f/1.9","32GB 3GB RAM, 64GB 4GB RAM",Android 8.0 (Oreo),,"13 MP, f/1.9, 28mm (wide), AF","2018, July","5.6 inches, 79.6 cm, (~75.9% screen-to-body ratio)","720 x 1480 pixels, 18.5:9 ratio (~294 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity",Samsung Galaxy On6
"$ 85.95 / £ 81.60 / € 93.85 / ₹ 6,190",Removable Li-Ion 2600 mAh battery,"8GB 1GB RAM,16GB 1GB RAM","5 MP, f/2.2","8GB 1GB RAM, 16GB 1GB RAM",Android 8.1 Oreo (Go edition),"$ 85.95,$ 86.99,£ 81.60,€ 93.85,₹ 6,190,$ 97.99,$ 99.99","8 MP, f/2.2, AF","2018, August","5.0 inches, 68.9 cm, (~66.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)","PLS TFT capacitive touchscreen, 16M colors","Accelerometer, proximity",Samsung Galaxy J2 Core
"$ 393.49 / £ 149.00 / ₹ 9,499",Non-removable Li-Ion 3300 mAh battery,"32GB 2GB RAM,16GB 2GB RAM","5 MP, f/2.2","16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM",Android 8.1 (Oreo),"$ 393.49,£ 149.00,£ 164.99,₹ 9,499,£ 154.88","13 MP, f/1.9, 28mm (wide), AF","2018, September","6.0 inches, 91.4 cm, (~73.6% screen-to-body ratio)","720 x 1480 pixels, 18.5:9 ratio (~274 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass - North America,Accelerometer, proximity - other markets",Samsung Galaxy J4+
,Non-removable Li-Ion 3300 mAh battery,,"5 MP, f/2.2",16GB 1GB RAM,Android 8.1 Oreo (Go edition),,"8 MP, f/2.2, AF","2018, November","6.0 inches, 91.4 cm, (~74.8% screen-to-body ratio)","720 x 1480 pixels, 18.5:9 ratio (~274 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity",Samsung Galaxy J4 Core
"$ 189.99 / £ 179.00 / € 209.00 / ₹ 12,999",Non-removable Li-Ion 3300 mAh battery,"32GB 3GB RAM,64GB 4GB RAM","8 MP, f/1.9","32GB 3GB RAM, 64GB 4GB RAM","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); One UI","$ 309.99,$ 369.00,£ 179.00,£ 179.00,€ 209.00,$ 189.99,$ 449.98,₹ 12,999","13 MP, f/1.9, 28mm (wide), AF,
5 MP, f/2.2, depth sensor","2018, September","6.0 inches, 91.4 cm, (~73.6% screen-to-body ratio)","720 x 1480 pixels, 18.5:9 ratio (~274 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Samsung Galaxy J6+
