basePrice,batterySize,capacities,frontCamera,memory,opSys,pricing,rearCamera,released,screen,screenRes,screenType,sensors,title
"$ 779.00 / £ 660.98 / € 779.99 / ₹ 79,999",Non-removable Li-Ion 4300 mAh battery,"256GB 12GB RAM,512GB 12GB RAM","10 MP, f/2.2, 26mm (wide), 1.22µm, Dual Pixel PDAF","256GB 12GB RAM, 512GB 12GB RAM",Android 9.0 (Pie); One UI,"$ 779.00,$ 799.99,$ 899.99,$ 999.99,£ 660.98,$ 935.00,$ 954.99,$ 999.99,£ 832.99","12 MP, f/1.5-2.4, 27mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS,
12 MP, f/2.1, 52mm (telephoto), 1/3.6"", 1.0µm, PDAF, OIS, 2x optical zoom,
16 MP, f/2.2, 12mm (ultrawide), 1.0µm, Super Steady video,
TOF 3D VGA camera","2019, August","6.8 inches, 114.0 cm, (~91.0% screen-to-body ratio)","1440 x 3040 pixels, 19:9 ratio (~498 ppi density)","Dynamic AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer",Samsung Galaxy Note10+
"$ 269.00 / £ 199.00 / € 259.00 / ₹ 13,999",Non-removable Li-Po 6000 mAh battery,"64GB 4GB RAM,128GB 6GB RAM","16 MP, f/2.0","64GB 4GB RAM, 128GB 6GB RAM",Android 9.0 (Pie); One UI,"$ 269.00,£ 199.00,£ 216.90,€ 259.00,₹ 13,999,$ 319.99,$ 288.00,£ 244.00","48 MP, f/2.0, (wide), 1/2"", 0.8µm, PDAF,
8 MP, f/2.2, 12mm (ultrawide),
5 MP, f/2.2, depth sensor","2019, September","6.4 inches, 100.5 cm, (~84.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Samsung Galaxy M30s
"$ 193.97 / £ 192.53 / € 215.00 / ₹ 27,999",Non-removable Li-Ion 1960 mAh battery (7.45 Wh),"32GB,128GB,256GB","7 MP, f/2.2, 32mm (standard)","32GB 2GB RAM, 128GB 2GB RAM, 256GB 2GB RAM","iOS 10.0.1, upgradable to iOS 13.2","$ 193.97,$ 248.99,$ 221.18,$ 218.99,$ 286.99,£ 192.53,$ 248.99,$ 329.00,£ 256.00","12 MP, f/1.8, 28mm (wide), 1/3"", PDAF, OIS","2016, September","4.7 inches, 60.9 cm, (~65.6% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","Retina IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",Apple iPhone 7
"$ 1,099.00 / £ 1,089.00 / € 1,199.00 / ₹ 109,900",Non-removable Li-Ion 3969 mAh battery (15.04 Wh),"64GB,256GB,512GB","12 MP, f/2.2, 23mm (wide),
SL 3D camera","64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM","iOS 13, upgradable to iOS 13.2","$ 1,099.99,$ 1,563.17,£ 1,089.00,$ 1,099.00,$ 1,475.00,$ 1,958.98,$ 1,695.00,£ 1,499.00,£ 1,499.00","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS,
12 MP, f/2.0, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom,
12 MP, f/2.4, 13mm (ultrawide)","2019, September","6.5 inches, 102.9 cm, (~83.7% screen-to-body ratio)","1242 x 2688 pixels, 19.5:9 ratio (~458 ppi density)","Super Retina XDR OLED capacitive touchscreen, 16M colors","Face ID, accelerometer, gyro, proximity, compass, barometer",Apple iPhone 11 Pro Max
$ 164.90 / £ 139.00 / € 161.90,Non-removable Li-Po 4000 mAh battery,"64GB 4GB RAM,32GB 3GB RAM,128GB 4GB RAM","13 MP, f/2.0, 1.12µm","32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",Android 9.0 (Pie); MIUI 10,"$ 231.70,$ 179.58,£ 139.00,$ 164.90,€ 161.90,$ 215.00","48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF,
8 MP, f/2.2, 13mm (ultrawide), 1/4"", 1.12µm,
2 MP, f/2.4, 1/5"", 1.75µm (dedicated macro camera),
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor","2019, November","6.3 inches, 97.4 cm, (~80.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Xiaomi Redmi Note 8T
"$ 323.64 / £ 253.67 / € 318.80 / ₹ 16,999",Non-removable Li-Po 4500 mAh battery,"128GB 6GB RAM,128GB 8GB RAM","32 MP, f/2.0, 0.8µm","128GB 6GB RAM, 128GB 8GB RAM",Android 9.0 (Pie); One UI,"$ 329.99,$ 349.99,$ 354.98,$ 323.64,$ 349.99,$ 404.99,$ 379.99,£ 283.06","32 MP, f/1.7, PDAF,
8 MP, f/2.2, 12mm (ultrawide),
5 MP, f/2.2, depth sensor","2019, March","6.7 inches, 108.4 cm, (~86.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Samsung Galaxy A70
"$ 174.16 / £ 224.00 / € 248.00 / ₹ 13,648",Non-removable Li-Po 4035 mAh battery,"64GB 4GB RAM,128GB 8GB RAM,64GB 6GB RAM","16 MP, f/2.0, 1/3.1"", 1.0µm","64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 8GB RAM","Android 9.0 (Pie), planned upgrade to Android 10.0; ColorOS 6","$ 290.00,£ 224.00,₹ 13,648,$ 344.00,$ 212.99,$ 259.99,₹ 14,999,₹ 15,245","48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF,
8 MP, f/2.2, 13mm (ultrawide), 1/4"", 1.12µm,
2 MP, f/2.4, 1/5"", 1.75µm (dedicated macro camera),
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor","2019, August","6.3 inches, 97.4 cm, (~83.6% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Realme 5 Pro
$ 433.99,Non-removable Li-Po 5260 mAh battery,"128GB 6GB RAM,128GB 8GB RAM,256GB 8GB RAM","32 MP, f/2.0, 0.8µm","128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",Android 9.0 (Pie); MIUI 11,"$ 433.99,$ 549.99,$ 498.99,$ 484.99","108 MP (8P lens - 256GB GB model), f/1.7, 25mm (wide), 1/1.33"", 0.8µm, PDAF, Laser AF, OIS,
12 MP, f/2.0, 50mm (telephoto), 1/2.55"", 1.4µm, Dual Pixel PDAF, Laser AF, 2x optical zoom,
5 MP (upscaled to 8MP), f/2.0, (telephoto), 1.0µm, PDAF, Laser AF, OIS, 5x optical zoom,
20 MP, f/2.2, 13mm (ultrawide), 1/2.8"", 1.0µm, Laser AF,
2 MP, f/2.4, 1/5"", 1.75µm (dedicated macro camera)","2019, November","6.47 inches, 102.8 cm, (~87.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)","AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Xiaomi Mi CC9 Pro
,Non-removable Li-Po 4000 mAh battery,,"32 MP, f/2.0, 25mm (wide)","64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",Android 9.0 (Pie),,"48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF,
12 MP, (telephoto), PDAF, 2x optical zoom,
12 MP, f/2.2, 13mm (ultrawide),
5 MP, f/2.2, depth sensor",Not announced yet,"6.5 inches, 103.7 cm, (~88.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~396 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Samsung Galaxy A51
$ 649.00,Non-removable Li-Po 5260 mAh battery,256GB 8GB RAM,"32 MP, f/2.0, 0.8µm",256GB 8GB RAM,Android 9.0 (Pie); MIUI 11,$ 649.00,"108 MP (8P lens), f/1.7, 25mm (wide), 1/1.33"", 0.8µm, PDAF, Laser AF, OIS,
12 MP, f/2.0, 50mm (telephoto), 1/2.55"", 1.4µm, Dual Pixel PDAF, Laser AF, 2x optical zoom,
5 MP (upscaled to 8MP), f/2.0, (telephoto), 1.0µm, PDAF, Laser AF, OIS, 5x optical zoom,
20 MP, f/2.2, 13mm (ultrawide), 1/2.8"", 1.0µm, Laser AF,
2 MP, f/2.4, 1/5"", 1.75µm (dedicated macro camera)","2019, November","6.47 inches, 102.8 cm, (~87.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)","AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Xiaomi Mi Note 10 Pro
,Non-removable Li-Po 4000 mAh battery,,"24 MP, f/2.0,
3D TOF camera","128GB 8GB RAM, 256GB 8GB RAM",Android 10.0,,"60 MP, f/1.7, (wide), PDAF, OIS,
16 MP, f/2.2, 14mm (ultrawide),
2 MP, f/2.2, 1/5"", 1.75µm (dedicated macro camera),
2 MP, f/2.2, 1/5"", 1.75µm, depth sensor","Exp. announcement 2019, November","6.4 inches, 101.4 cm",1080 x 2310 pixels (~398 ppi density),"IPS LCD capacitive touchscreen, 16M colors","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Huawei nova 6
"$ 244.99 / £ 215.99 / € 270.59 / ₹ 12,499",Non-removable Li-Po 4000 mAh battery,"64GB 4GB RAM,128GB 4GB RAM,128GB 6GB RAM","25 MP, f/2.0, 25mm (wide)","64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",Android 9.0 (Pie),"$ 244.99,$ 254.99,$ 259.99,$ 265.00,$ 268.95,$ 279.99,$ 269.00,$ 279.99,£ 220.00","25 MP, f/1.7, 26mm (wide), PDAF,
8 MP, f/2.2, 13mm (ultrawide),
5 MP, f/2.2, depth sensor","2019, February","6.4 inches, 100.5 cm, (~84.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Samsung Galaxy A50
,Non-removable Li-Po 4500 mAh battery,,"32 MP, f/2.0, 0.8µm",128GB 8GB RAM,Android 9.0 (Pie); Funtouch 9.2,,"48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF,
8 MP, f/2.2, 13mm (ultrawide), 1/4"", 1.12µm,
2 MP, f/2.4, 1/5"", 1.75µm (dedicated macro camera),
2 MP, f/2.4, depth sensor","2019, November","6.38 inches, 99.9 cm, (~83.4% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~404 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",vivo S1 Pro
,Non-removable Li-Po 5000 mAh battery,,"13 MP, f/2.0, 26mm (wide), 1/3"", 1.12µm","64GB 4GB RAM, 128GB 4GB RAM",Android 9.0 (Pie); ColorOS 6,,"48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF,
8 MP, f/2.2, 13mm (ultrawide), 1/4"", 1.12µm,
2 MP, f/2.4, 1/5"", 1.75µm (dedicated macro camera),
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor","2019, November","6.5 inches, 102.8 cm, (~82.7% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Realme 5s
"$ 389.60 / ₹ 29,999",Non-removable Li-Po 4000 mAh battery,"128GB 8GB RAM,256GB 12GB RAM,64GB 6GB RAM","16 MP, f/2.0, 1µm","64GB 6GB RAM, 128GB 8GB RAM, 256GB 12GB RAM","Android 9.0 (Pie), planned upgrade to Android 10.0; ColorOS 6.1","$ 415.99,₹ 29,999,$ 551.99,₹ 33,999,$ 389.60","64 MP, f/1.8, 26mm (wide), 1/1.7"", 0.8µm, PDAF,
13 MP, f/2.5, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom,
8 MP, f/2.2, 16mm (ultrawide), 1/3.2"", 1.4µm, PDAF,
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor","2019, October","6.5 inches, 103.5 cm, (~84.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Realme X2 Pro
$ 549.99 / € 505.99,Non-removable Li-Po 5260 mAh battery,128GB 6GB RAM,"32 MP, f/2.0, 0.8µm",128GB 6GB RAM,Android 9.0 (Pie); MIUI 11,"$ 599.99,$ 549.99,$ 598.55,€ 505.99","108 MP (7P lens), f/1.7, 25mm (wide), 1/1.33"", 0.8µm, PDAF, Laser AF, OIS,
12 MP, f/2.0, 50mm (telephoto), 1/2.55"", 1.4µm, Dual Pixel PDAF, Laser AF, 2x optical zoom,
5 MP (upscaled to 8MP), f/2.0, (telephoto), 1.0µm, PDAF, Laser AF, OIS, 5x optical zoom,
20 MP, f/2.2, 13mm (ultrawide), 1/2.8"", 1.0µm, Laser AF,
2 MP, f/2.4, 1/5"", 1.75µm (dedicated macro camera)","2019, November","6.47 inches, 102.8 cm, (~87.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)","AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Xiaomi Mi Note 10
"$ 209.00 / £ 164.90 / ₹ 8,490",Non-removable Li-Ion 4230 mAh battery,"32GB 2GB RAM,32GB 3GB RAM,64GB 4GB RAM","8 MP, f/2.0","32GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM",Android 8.1 (Oreo); ColorOS 5.2,"$ 209.00,£ 164.90,₹ 8,490,$ 225.00,£ 179.00,₹ 8,990,$ 259.00,£ 199.00,₹ 10,380","13 MP, f/2.2, AF,
2 MP, f/2.4, depth sensor","2019, March","6.2 inches, 95.9 cm, (~81.6% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","S-IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity, compass",Oppo A5s (AX5s)
"$ 162.00 / £ 167.99 / € 218.90 / ₹ 39,975",Non-removable Li-Ion 2750 mAh battery (10.45 Wh),"16GB,32GB,64GB","5 MP, f/2.2, 31mm (standard)","16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM","iOS 9, upgradable to iOS 13.2","$ 183.00,$ 251.99,$ 200.50,$ 192.05,$ 270.00,£ 199.90,$ 162.00,$ 291.29,£ 209.95","12 MP, f/2.2, 29mm (standard), 1/3"", 1.22µm, PDAF, OIS","2015, September","5.5 inches, 83.4 cm, (~67.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",Apple iPhone 6s Plus
"$ 374.99 / £ 479.00 / € 499.00 / ₹ 39,980",Non-removable Li-Ion 3100 mAh battery,"128GB 6GB RAM,256GB 8GB RAM","10 MP, f/1.9, 26mm (wide), 1.22µm, Dual Pixel PDAF","128GB 6GB RAM, 256GB 8GB RAM",Android 9.0 (Pie); One UI,"$ 374.99,$ 429.99,$ 549.99,£ 479.00,£ 529.00,$ 494.99,$ 649.99,$ 669.99","12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS,
16 MP, f/2.2, 12mm (ultrawide), 1.0µm, Super Steady video","2019, February","5.8 inches, 82.8 cm, (~83.3% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~438 ppi density)","Dynamic AMOLED capacitive touchscreen, 16M colors","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer",Samsung Galaxy S10e
"$ 278.89 / ₹ 16,400",Non-removable Li-Po 4500 mAh battery,"128GB 4GB RAM,128GB 6GB RAM,256GB 6GB RAM","32 MP, f/2.0","128GB 4GB RAM, 128GB 6GB RAM",Android 9.0 (Pie); Funtouch 9,"$ 339.00,₹ 16,400,₹ 16,990,$ 278.89,$ 417.99,₹ 18,580,$ 279.99","16 MP, f/1.8, (wide), 1/2.8"", 1.12µm, PDAF,
8 MP, f/2.2, 13mm (ultrawide),
2 MP, f/2.4, depth sensor","2019, July","6.38 inches, 99.9 cm, (~83.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~404 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, proximity, compass",vivo S1
"$ 447.49 / £ 457.95 / € 573.79 / ₹ 77,000",Non-removable Li-Ion 2716 mAh battery (10.35 Wh),"64GB,256GB","7 MP, f/2.2, 32mm (standard),
SL 3D camera","64GB 3GB RAM, 256GB 3GB RAM","iOS 11.1.1, upgradable to iOS 13.2","$ 447.49,$ 449.00,$ 599.99,£ 457.95,£ 799.00,$ 459.50,$ 1,099.98,£ 469.00,£ 749.00","12 MP, f/1.8, 28mm (wide), 1/3"", 1.22µm, dual pixel PDAF, OIS,
12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom","2017, September","5.8 inches, 84.4 cm, (~82.9% screen-to-body ratio)","1125 x 2436 pixels, 19.5:9 ratio (~458 ppi density)","Super Retina OLED capacitive touchscreen, 16M colors","Face ID, accelerometer, gyro, proximity, compass, barometer",Apple iPhone X
$ 143.00 / £ 184.00 / € 239.99,Non-removable Li-Po 4030 mAh battery,"64GB 6GB RAM,128GB 6GB RAM","32 MP, f/2.0, 0.8µm","64GB 6GB RAM, 128GB 6GB RAM",Android 9.0 (Pie); MIUI 10,"$ 143.00,$ 243.95,$ 245.00,£ 184.00,£ 221.00,$ 259.39,$ 264.89,$ 263.00,$ 314.00","48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF,
8 MP, (ultrawide),
2 MP, depth sensor","2019, September","6.39 inches, 100.2 cm, (~85.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Xiaomi Mi 9 Lite
"$ 636.99 / £ 599.00 / € 759.00 / ₹ 53,999",Non-removable Li-Po 4085 mAh battery,"256GB 8GB RAM,256GB 12GB RAM","Motorized pop-up 16 MP, f/2.0, 25mm (wide), 1/3.1"", 1.0µm","256GB 8GB RAM, 256GB 12GB RAM",Android 10.0; OxygenOS 10.0.4,"$ 724.99,$ 734.99,$ 636.99,$ 729.99,£ 599.00,$ 809.99","48 MP, f/1.6, (wide), 1/2"", 0.8µm, PDAF, Laser AF, OIS,
8 MP, f/2.4, 78mm (telephoto), 3x optical zoom, PDAF, Laser AF, OIS,
16 MP, f/2.2, 13mm (ultrawide), AF","2019, October","6.67 inches, 108.8 cm, (~88.1% screen-to-body ratio)","1440 x 3120 pixels, 19.5:9 ratio (~516 ppi density)","Fluid AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",OnePlus 7T Pro
"$ 189.00 / £ 149.00 / ₹ 8,999",Non-removable Li-Po 4000 mAh battery,64GB 4GB RAM,32 MP,64GB 4GB RAM,Android 9.0 (Pie),"$ 189.00,£ 149.00,₹ 8,999","16 MP, f/1.8, (wide), PDAF,
5 MP, 14mm (ultrawide),
2 MP, depth sensor","2019, October","6.6 inches, 102.1 cm, (~81.9% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Infinix S5
"$ 127.36 / £ 122.99 / ₹ 24,999",Non-removable Li-Po 1810 mAh battery (6.9 Wh),"16GB,32GB,64GB","1.2 MP, f/2.2, 31mm (standard)","16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM","iOS 8, upgradable to iOS 12.4","$ 150.29,$ 127.36,£ 122.99,$ 129.99,£ 227.99,₹ 24,999,$ 234.90,$ 188.78,£ 145.90","8 MP, f/2.2, 29mm (standard), 1/3"", 1.5µm, PDAF","2014, September","4.7 inches, 60.9 cm, (~65.8% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",Apple iPhone 6
$ 215.20,Non-removable Li-Po 4000 mAh battery,"64GB 6GB RAM,128GB 8GB RAM","32 MP, f/2.0","64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","Android 9.0 (Pie), planned upgrade to Android 10.0; ColorOS 6","$ 215.20,$ 268.99","64 MP, f/1.8, (wide), 1/1.7"", 0.8µm, PDAF,
8 MP, f/2.3, 13mm (ultrawide), 1/4"", 1.12µm,
2 MP, f/2.4, 1/5"", 1.75µm (dedicated macro camera),
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor","2019, September","6.4 inches, 100.5 cm, (~84.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Realme X2
"$ 186.00 / £ 180.00 / € 247.90 / ₹ 10,999",Non-removable Li-Po 4000 mAh battery,"32GB 3GB RAM,64GB 4GB RAM","16 MP, f/2.0","32GB 3GB RAM, 64GB 4GB RAM",Android 9.0 (Pie),"$ 186.00,$ 189.99,$ 195.95,£ 259.99,$ 224.97,$ 226.99,£ 180.00,£ 197.99,€ 247.90","16 MP, f/1.7, PDAF,
5 MP, f/2.2, 12mm, (ultrawide)","2019, February","6.4 inches, 100.5 cm, (~84.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity, compass",Samsung Galaxy A30
$ 273.99 / £ 246.90 / € 315.00,Non-removable Li-Po 4000 mAh battery,"64GB 6GB RAM,128GB 6GB RAM","Motorized pop-up 20 MP, f/2.2, 0.8µm","64GB 6GB RAM, 128GB 6GB RAM",Android 9.0 (Pie); MIUI 10,"$ 274.81,$ 299.39,$ 309.99,$ 273.99,$ 289.99,$ 309.80,$ 319.99,$ 284.99,$ 319.99","48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF,
8 MP, f/2.4, 53mm (telephoto), 1/4"", 1.12µm, PDAF, 2x optical zoom,
13 MP, f/2.4, 12mm (ultrawide), 1/3"", 1.12µm","2019, June","6.39 inches, 100.2 cm, (~86.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Xiaomi Mi 9T
"$ 128.99 / £ 108.00 / € 153.65 / ₹ 9,490",Non-removable Li-Po 4000 mAh battery,"32GB 2GB RAM,32GB 3GB RAM","8 MP, f/2.0","32GB 2GB RAM, 32GB 3GB RAM",Android 9.0 (Pie),"$ 128.99,$ 138.97,$ 139.99,£ 108.00,£ 134.00,₹ 10,490,₹ 10,499","13 MP, f/1.8, 28mm (wide), AF,
2 MP, f/2.4, depth sensor,
","2019, August","6.2 inches, 95.9 cm, (~80.7% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity",Samsung Galaxy A10s
,Non-removable Li-Po 4370 mAh battery,,"32 MP, f/2.2",128GB 8GB RAM,Android 9.0 (Pie); One UI,,"48 MP, f/2.0, 26mm (wide), 1/2"", 0.8µm, PDAF, OIS,
12 MP, f/2.2, 12mm (ultrawide), 1.12µm,
5 MP, f/2.2, depth sensor",Not announced yet,"6.7 inches, 108.4 cm","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Samsung Galaxy S10 Lite
"$ 434.99 / £ 429.00 / € 595.99 / ₹ 37,499",Non-removable Li-Po 3800 mAh battery,"128GB 8GB RAM,256GB 8GB RAM","16 MP, f/2.0, 25mm (wide), 1/3.1"", 1.0µm","128GB 8GB RAM, 256GB 8GB RAM",Android 10.0; OxygenOS 10.0.5,"$ 519.00,$ 929.00,$ 434.99,£ 429.00,£ 779.00,$ 538.99,$ 466.99,$ 529.99,£ 449.00","48 MP, f/1.6, 26mm (wide), 1/2"", 0.8µm, PDAF, OIS,
12 MP, f/2.2, 51mm (telephoto), 1.0µm, PDAF, 2x optical zoom,
16 MP, f/2.2, 17mm (ultrawide), AF","2019, September 26","6.55 inches, 103.6 cm, (~86.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Fluid AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",OnePlus 7T
,Non-removable Li-Po 4000 mAh battery,,"Motorized pop-up 16 MP, f/2.2",128GB 6GB RAM,Android 9.0 (Pie); EMUI 9.1,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.4, 13mm (ultrawide),
2 MP, f/2.4, (depth sensor)","2019, November","6.59 inches, 106.6 cm, (~84.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","LTPS IPS LCD capacitive touchscreen, 16M colors","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Huawei Y9s
$ 839.99,Non-removable Li-Po 4500 mAh battery,"128GB 8GB RAM,256GB 8GB RAM","32 MP, f/2.0, (wide),
3D TOF camera","128GB 8GB RAM, 256GB 8GB RAM",Android 10; EMUI 10,"$ 909.00,$ 839.99,$ 1,099.99,$ 1,040.00,$ 1,199.99","40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, OIS,
8 MP, f/2.4, 80mm (telephoto), 1/4"", PDAF, OIS, 3x optical zoom,
40 MP, f/1.8, 18mm (ultrawide), 1/1.54"", PDAF,
3D TOF camera","2019, September","6.53 inches, 108.7 cm, (~94.1% screen-to-body ratio)","1176 x 2400 pixels, 18.5:9 ratio (~409 ppi density)","OLED capacitive touchscreen, 16M colors","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",Huawei Mate 30 Pro
,Non-removable Li-Ion 3850 mAh battery,,"16 MP, f/2.0",32GB 3GB RAM,Android 9 (Pie),,"13 MP, f/1.9, 26mm (wide), PDAF,
5 MP, f/2.2, 13mm (ultrawide),
5 MP, f/2.2, depth sensor","2019, November","6.2 inches, 95.9 cm, (~82.1% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity, compass",HTC Desire 19s
